Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1074,CA-2022-000546,2/2/2022,2/4/2022,First Class,CG-54486,Gary McGarr,Consumer,United States,Colorado Springs,Colorado,13374,West,TEC-MAC-64068,Technology,Machines,Ativa V4110MDD Shredder,1212.67,1,0.2,-222.91
1075,CA-2022-000547,7/27/2022,8/2/2022,Standard Class,CG-52380,Andrew Allen,Home Office,United States,Albany,New York,99281,East,OFF-STO-83495,Office Supplies,Storage,Storex Industrial Stacking Drawer/Organizer,257.46,5,0.15,-16.58
1076,CA-2022-000547,7/27/2022,8/2/2022,Standard Class,CG-52380,Andrew Allen,Home Office,United States,Albany,New York,97574,East,FUR-CHA-12284,Furniture,Chairs,Office Star Executive High Back Chair,472.91,1,0.15,-34.52
1077,CA-2022-000547,7/27/2022,8/2/2022,Standard Class,CG-52380,Andrew Allen,Home Office,United States,Albany,New York,92774,East,OFF-PAP-49834,Office Supplies,Paper,Xerox 4200 Series Multi-Use Copy Paper,210.04,5,0.15,30.26
1078,CA-2022-000548,12/29/2022,1/1/2023,Second Class,CG-28717,Yana Sorensen,Consumer,United States,Hartford,Connecticut,62231,East,OFF-BIN-54640,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binder,46.49,1,0.15,-1.4
1079,CA-2022-000548,12/29/2022,1/1/2023,Second Class,CG-28717,Yana Sorensen,Consumer,United States,Hartford,Connecticut,59331,East,TEC-ACC-94071,Technology,Accessories,Kensington Spin Drive Portable USB Drive,557.1,6,0.1,76.4
1080,CA-2022-000549,1/13/2022,1/15/2022,First Class,CG-26255,Randall Shilling,Consumer,United States,Aurora,Colorado,30564,West,TEC-COP-88469,Technology,Copiers,Canon imageCLASS D320 Copier,12482.12,5,0.05,3024.15
1081,CA-2022-000549,1/13/2022,1/15/2022,First Class,CG-26255,Randall Shilling,Consumer,United States,Aurora,Colorado,93074,West,FUR-CHA-97861,Furniture,Chairs,Office Star Executive High Back Chair,1711.71,7,0.1,50.67
1082,CA-2022-000549,1/13/2022,1/15/2022,First Class,CG-26255,Randall Shilling,Consumer,United States,Aurora,Colorado,22419,West,TEC-PHO-60142,Technology,Phones,Apple iPhone SE (2nd Generation),3913,7,0.15,152.26
1083,CA-2022-000550,5/14/2022,5/16/2022,First Class,CG-91671,Ken Black,Home Office,United States,Albany,New York,32549,East,FUR-FUR-51857,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,311.97,3,0.15,15.1
1084,CA-2022-000550,5/14/2022,5/16/2022,First Class,CG-91671,Ken Black,Home Office,United States,Albany,New York,68901,East,FUR-TAB-17744,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,539.56,1,0.25,-183.54
1085,CA-2022-000550,5/14/2022,5/16/2022,First Class,CG-91671,Ken Black,Home Office,United States,Albany,New York,82935,East,FUR-BOO-55712,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,827.07,3,0.4,-441.07
1086,CA-2022-000551,4/13/2022,4/14/2022,Same Day,CG-65060,Claire Gute,Consumer,United States,St. Paul,Minnesota,46977,Central,FUR-TAB-12571,Furniture,Tables,Global Adaptabilities Collection Flip Top Table,836.39,1,0.35,-532.4
1087,CA-2022-000551,4/13/2022,4/14/2022,Same Day,CG-65060,Claire Gute,Consumer,United States,St. Paul,Minnesota,88027,Central,FUR-FUR-27028,Furniture,Furnishings,Seth Thomas 6" Globe Clock,70.83,1,0.15,3.53
1088,CA-2022-000551,4/13/2022,4/14/2022,Same Day,CG-65060,Claire Gute,Consumer,United States,St. Paul,Minnesota,79451,Central,FUR-FUR-53854,Furniture,Furnishings,Seth Thomas 6" Globe Clock,278.78,4,0.2,4.99
1089,CA-2022-000552,12/31/2022,1/6/2023,Standard Class,CG-36113,Andrew Allen,Corporate,United States,Shreveport,Louisiana,58394,South,TEC-PHO-44765,Technology,Phones,Motorola 6200 Series VVX 600,586.96,2,0.05,67.92
1090,CA-2022-000552,12/31/2022,1/6/2023,Standard Class,CG-36113,Andrew Allen,Corporate,United States,Shreveport,Louisiana,62926,South,TEC-COP-50939,Technology,Copiers,Xerox WorkCentre 3220 Multifunction Laser Printer,3299.22,1,0.1,708.91
1091,CA-2022-000552,12/31/2022,1/6/2023,Standard Class,CG-36113,Andrew Allen,Corporate,United States,Shreveport,Louisiana,75649,South,TEC-PHO-50470,Technology,Phones,Samsung Galaxy Tab 4 (10.1"),1369.58,3,0.05,208.3
1092,CA-2022-000553,7/2/2022,7/7/2022,Standard Class,CG-15900,Brosina Hoffman,Corporate,United States,Nashville,Tennessee,82321,South,TEC-ACC-46007,Technology,Accessories,Kensington Spin Drive Portable USB Drive,294.51,5,0.15,37
1093,CA-2022-000553,7/2/2022,7/7/2022,Standard Class,CG-15900,Brosina Hoffman,Corporate,United States,Nashville,Tennessee,99026,South,OFF-LAB-42292,Office Supplies,Labels,Avery Self-Adhesive Removable Labels,44.2,2,0.15,6.72
1094,CA-2022-000554,8/7/2022,8/8/2022,Same Day,CG-81672,Art Miller,Corporate,United States,New Haven,Connecticut,44988,East,OFF-PAP-16050,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,109.06,3,0,22.97
1095,CA-2022-000554,8/7/2022,8/8/2022,Same Day,CG-81672,Art Miller,Corporate,United States,New Haven,Connecticut,69811,East,FUR-BOO-54247,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,1437.68,7,0.15,-239.74
1096,CA-2022-000555,2/19/2022,2/24/2022,Standard Class,CG-47748,Randall Shilling,Corporate,United States,Albany,New York,88372,East,OFF-PAP-33807,Office Supplies,Paper,Easy-staple paper,169.86,6,0.1,29.13
1097,CA-2022-000556,7/29/2022,8/1/2022,First Class,CG-65118,Claire Gute,Consumer,United States,Springfield,Massachusetts,64898,East,FUR-BOO-29654,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,682.88,3,0.15,-144.95
1098,CA-2022-000556,7/29/2022,8/1/2022,First Class,CG-65118,Claire Gute,Consumer,United States,Springfield,Massachusetts,94083,East,FUR-FUR-73925,Furniture,Furnishings,Tensor "Midnight Black" Torchiere Floor Lamp,225.08,4,0.1,15.6
1099,CA-2022-000557,5/14/2022,5/18/2022,Second Class,CG-85704,Maria Bertelson,Corporate,United States,Grand Rapids,Michigan,96703,Central,OFF-APP-77008,Office Supplies,Appliances,Hoover Replacement Bags for Commercial Vacuums,727.94,5,0.05,50.92
1100,CA-2022-000558,12/14/2022,12/14/2022,Same Day,CG-15701,Bill Donatelli,Home Office,United States,Nashville,Tennessee,43489,South,OFF-STO-24456,Office Supplies,Storage,Tennsco Steel Storage Cabinet,560.51,6,0,44.65
1101,CA-2022-000558,12/14/2022,12/14/2022,Same Day,CG-15701,Bill Donatelli,Home Office,United States,Nashville,Tennessee,76684,South,TEC-ACC-27554,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,246.38,3,0.1,26.48
1102,CA-2022-000558,12/14/2022,12/14/2022,Same Day,CG-15701,Bill Donatelli,Home Office,United States,Nashville,Tennessee,34995,South,TEC-ACC-69640,Technology,Accessories,Logitech MK550 Wireless Wave Keyboard and Mouse Bundle,419.42,4,0.05,65.73
1103,CA-2022-000559,8/7/2022,8/10/2022,First Class,CG-58170,Pete Kriz,Corporate,United States,Nashville,Tennessee,46077,South,TEC-MAC-25515,Technology,Machines,Ativa V4110MDD Shredder,827.83,1,0.2,-68.31
1104,CA-2022-000559,8/7/2022,8/10/2022,First Class,CG-58170,Pete Kriz,Corporate,United States,Nashville,Tennessee,41122,South,TEC-MAC-67153,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,1196.96,1,0.05,76.2
1105,CA-2022-000560,2/15/2022,2/21/2022,Standard Class,CG-32324,Karen Ferguson,Home Office,United States,Springfield,Missouri,73989,Central,OFF-APP-97706,Office Supplies,Appliances,Cuisinart SM-50BC 5.5 Quart Stand Mixer,145.56,1,0.05,9.53
1106,CA-2022-000561,5/7/2022,5/9/2022,First Class,CG-54426,Zuschuss Donatelli,Corporate,United States,Atlanta,Georgia,54634,South,OFF-LAB-89540,Office Supplies,Labels,Avery 491 Tab Dividers,11.63,1,0.15,2.03
1107,CA-2022-000561,5/7/2022,5/9/2022,First Class,CG-54426,Zuschuss Donatelli,Corporate,United States,Atlanta,Georgia,57724,South,OFF-ENV-91861,Office Supplies,Envelopes,Staple envelope,73.75,3,0.15,9.63
1108,CA-2022-000562,5/15/2022,5/20/2022,Standard Class,CG-35396,Yana Sorensen,Home Office,United States,Grand Rapids,Michigan,63972,Central,OFF-STO-83817,Office Supplies,Storage,Tennsco Steel Storage Cabinet,90.53,2,0.15,4.06
1109,CA-2022-000563,3/28/2022,3/30/2022,First Class,CG-56684,Brosina Hoffman,Home Office,United States,Los Angeles,California,80074,West,OFF-PAP-64607,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,207.21,5,0.1,19.49
1110,CA-2022-000563,3/28/2022,3/30/2022,First Class,CG-56684,Brosina Hoffman,Home Office,United States,Los Angeles,California,54665,West,TEC-PHO-94555,Technology,Phones,Samsung Galaxy Tab 4 (10.1"),619.16,1,0.15,51.86
1111,CA-2022-000564,12/13/2022,12/15/2022,First Class,CG-44369,Jim Mitchum,Consumer,United States,Rochester,Minnesota,80526,Central,FUR-BOO-89253,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,1166.88,3,0.4,-550.73
1112,CA-2022-000564,12/13/2022,12/15/2022,First Class,CG-44369,Jim Mitchum,Consumer,United States,Rochester,Minnesota,19590,Central,OFF-PAP-25919,Office Supplies,Paper,Easy-staple paper,43.22,2,0.1,5.93
1113,CA-2022-000565,4/5/2022,4/7/2022,First Class,CG-11397,Claire Gute,Home Office,United States,Bridgeport,Connecticut,64608,East,OFF-STO-65057,Office Supplies,Storage,3M Hangers with Command Adhesive,148.55,3,0.1,8.36
1114,CA-2022-000566,12/12/2022,12/14/2022,First Class,CG-76586,Darrin Van Huff,Corporate,United States,Mobile,Alabama,72259,South,FUR-FUR-74997,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,709.67,6,0.2,-19.19
1115,CA-2022-000566,12/12/2022,12/14/2022,First Class,CG-76586,Darrin Van Huff,Corporate,United States,Mobile,Alabama,47694,South,TEC-PHO-20851,Technology,Phones,Apple iPhone SE (2nd Generation),2445.08,5,0.05,389.97
1116,CA-2022-000567,2/6/2022,2/8/2022,First Class,CG-56827,Alejandro Grove,Corporate,United States,Hartford,Connecticut,73354,East,TEC-COP-15851,Technology,Copiers,Sharp Wireless All-In-One Inkjet Printer,21911.77,6,0.1,5154.25
1117,CA-2022-000567,2/6/2022,2/8/2022,First Class,CG-56827,Alejandro Grove,Corporate,United States,Hartford,Connecticut,47710,East,TEC-COP-24911,Technology,Copiers,Xerox WorkCentre 3220 Multifunction Laser Printer,11371.01,3,0.05,2087.41
1118,CA-2022-000567,2/6/2022,2/8/2022,First Class,CG-56827,Alejandro Grove,Corporate,United States,Hartford,Connecticut,73419,East,FUR-BOO-88691,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,1923.87,5,0.25,-390.47
1119,CA-2022-000568,8/12/2022,8/16/2022,Second Class,CG-89396,Karen Ferguson,Home Office,United States,Jacksonville,Florida,49132,South,OFF-ENV-97234,Office Supplies,Envelopes,Staple envelope,34.02,2,0.15,3.78
1120,CA-2022-000568,8/12/2022,8/16/2022,Second Class,CG-89396,Karen Ferguson,Home Office,United States,Jacksonville,Florida,21635,South,OFF-ART-13367,Office Supplies,Art,Dixon Oriole Highlighters,123.76,4,0.1,13.12
1121,CA-2022-000568,8/12/2022,8/16/2022,Second Class,CG-89396,Karen Ferguson,Home Office,United States,Jacksonville,Florida,31764,South,OFF-ENV-17369,Office Supplies,Envelopes,Jiffy Kraft Padded Mailers,76.29,4,0.15,9.27
1122,CA-2022-000569,4/19/2022,4/22/2022,First Class,CG-46872,Irene Maddox,Consumer,United States,New York City,New York,46589,East,TEC-MAC-14176,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,3358.78,2,0.1,109.68
1123,CA-2022-000569,4/19/2022,4/22/2022,First Class,CG-46872,Irene Maddox,Consumer,United States,New York City,New York,38572,East,TEC-ACC-95181,Technology,Accessories,Kensington Spin Drive Portable USB Drive,835.25,7,0,214.81
1124,CA-2022-000570,2/13/2022,2/16/2022,First Class,CG-36825,Susan Vittorino,Consumer,United States,Mobile,Alabama,12782,South,TEC-ACC-34551,Technology,Accessories,Targus Ultralife Rolling Laptop Case,246.84,4,0.05,35.85
1125,CA-2022-000570,2/13/2022,2/16/2022,First Class,CG-36825,Susan Vittorino,Consumer,United States,Mobile,Alabama,61513,South,TEC-MAC-95558,Technology,Machines,Brother Fax Machine 775,3388.52,2,0.1,-279.91
1126,CA-2022-000570,2/13/2022,2/16/2022,First Class,CG-36825,Susan Vittorino,Consumer,United States,Mobile,Alabama,63167,South,OFF-LAB-92003,Office Supplies,Labels,Avery Laser Address Labels,38.49,3,0.2,4.32
1127,CA-2022-000571,3/27/2022,3/28/2022,Same Day,CG-16126,Alejandro Grove,Corporate,United States,Portland,Oregon,46043,West,OFF-ART-29250,Office Supplies,Art,Newell 331,166.12,6,0.2,5.38
1128,CA-2022-000572,9/5/2022,9/5/2022,Same Day,CG-79816,Bill Donatelli,Home Office,United States,Worcester,Massachusetts,21978,East,OFF-SUP-26170,Office Supplies,Supplies,World War II Commemoration Comm.,247.47,5,0.3,-65.83
1129,CA-2022-000572,9/5/2022,9/5/2022,Same Day,CG-79816,Bill Donatelli,Home Office,United States,Worcester,Massachusetts,29988,East,TEC-ACC-88285,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,404.14,3,0.1,59.44
1130,CA-2022-000573,3/16/2022,3/19/2022,First Class,CG-23288,Ken Black,Consumer,United States,Denver,Colorado,12274,West,TEC-ACC-86221,Technology,Accessories,Targus Ultralife Rolling Laptop Case,136.68,2,0.1,24.05
1131,CA-2022-000573,3/16/2022,3/19/2022,First Class,CG-23288,Ken Black,Consumer,United States,Denver,Colorado,84967,West,OFF-ART-20355,Office Supplies,Art,Fiskars 8" Scissors,247.13,6,0,47.32
1132,CA-2022-000573,3/16/2022,3/19/2022,First Class,CG-23288,Ken Black,Consumer,United States,Denver,Colorado,28728,West,TEC-MAC-17399,Technology,Machines,Ativa V4110MDD Shredder,3115.23,2,0.1,2.46
1133,CA-2022-000574,10/10/2022,10/12/2022,First Class,CG-48808,Karen Ferguson,Home Office,United States,Newark,New Jersey,17563,East,TEC-ACC-92885,Technology,Accessories,Kensington Spin Drive Portable USB Drive,307.71,5,0.2,21.17
1134,CA-2022-000574,10/10/2022,10/12/2022,First Class,CG-48808,Karen Ferguson,Home Office,United States,Newark,New Jersey,45897,East,TEC-ACC-98210,Technology,Accessories,Targus Ultralife Rolling Laptop Case,792.27,7,0.15,54.84
1135,CA-2022-000575,11/2/2022,11/3/2022,Same Day,CG-69545,Phillina Ober,Home Office,United States,Grand Rapids,Michigan,66812,Central,FUR-TAB-39694,Furniture,Tables,Global Adaptabilities Collection Flip Top Table,501.24,1,0.3,-171.85
1136,CA-2022-000576,8/1/2022,8/3/2022,First Class,CG-35883,Tom Ashbrook,Home Office,United States,Detroit,Michigan,44472,Central,OFF-LAB-71793,Office Supplies,Labels,Avery Self-Adhesive Removable Labels,89.33,6,0.15,14.32
1137,CA-2022-000576,8/1/2022,8/3/2022,First Class,CG-35883,Tom Ashbrook,Home Office,United States,Detroit,Michigan,75786,Central,FUR-FUR-14846,Furniture,Furnishings,Seth Thomas 6" Globe Clock,191.81,3,0.1,19.22
1138,CA-2022-000577,12/16/2022,12/16/2022,Same Day,CG-93889,Pete Kriz,Consumer,United States,St. Louis,Missouri,28001,Central,OFF-FAS-98160,Office Supplies,Fasteners,Staples in Misc. Colors,75.32,7,0.1,14.39
1139,CA-2022-000578,12/5/2022,12/6/2022,Same Day,CG-35915,Gary McGarr,Consumer,United States,Las Vegas,Nevada,14986,West,OFF-STO-70395,Office Supplies,Storage,3M Hangers with Command Adhesive,213.81,3,0.2,-9.74
1140,CA-2022-000579,10/4/2022,10/5/2022,Same Day,CG-39903,Sean O'Donnell,Consumer,United States,Savannah,Georgia,36230,South,FUR-BOO-44064,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,982.94,3,0.3,-320.07
1141,CA-2022-000579,10/4/2022,10/5/2022,Same Day,CG-39903,Sean O'Donnell,Consumer,United States,Savannah,Georgia,43331,South,TEC-MAC-76105,Technology,Machines,Brother Fax Machine 775,4217.28,5,0.15,-131.5
1142,CA-2022-000580,12/16/2022,12/21/2022,Standard Class,CG-72929,Phillina Ober,Consumer,United States,Paterson,New Jersey,23565,East,FUR-BOO-34403,Furniture,Bookcases,Bush Westfield Collection Bookcases,1889.88,5,0.35,-822.36
1143,CA-2022-000581,9/17/2022,9/20/2022,Second Class,CG-79102,Zuschuss Donatelli,Consumer,United States,Tucson,Arizona,80878,West,FUR-CHA-87367,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chair,1733.89,4,0.05,104.99
1144,CA-2022-000581,9/17/2022,9/20/2022,Second Class,CG-79102,Zuschuss Donatelli,Consumer,United States,Tucson,Arizona,83318,West,TEC-MAC-32342,Technology,Machines,Brother Fax Machine 775,3294.96,4,0,279.9
1145,CA-2022-000582,9/22/2022,9/26/2022,Second Class,CG-69381,Rick Bensley,Home Office,United States,Bridgeport,Connecticut,12628,East,FUR-TAB-91353,Furniture,Tables,Bevis Steel Folding Table,964.62,1,0.25,-396.38
1146,CA-2022-000582,9/22/2022,9/26/2022,Second Class,CG-69381,Rick Bensley,Home Office,United States,Bridgeport,Connecticut,83834,East,TEC-MAC-52822,Technology,Machines,Brother Fax Machine 775,3491.6,2,0.15,-379.38
1147,CA-2022-000582,9/22/2022,9/26/2022,Second Class,CG-69381,Rick Bensley,Home Office,United States,Bridgeport,Connecticut,42480,East,OFF-LAB-62317,Office Supplies,Labels,Avery Self-Adhesive Removable Labels,15.09,1,0.15,2
1148,CA-2022-000583,3/7/2022,3/8/2022,Same Day,CG-67185,Rick Bensley,Home Office,United States,St. Louis,Missouri,72646,Central,TEC-ACC-44982,Technology,Accessories,Plantronics CS50 Wireless Headset System,837.29,7,0.15,90.85
1149,CA-2022-000584,11/14/2022,11/20/2022,Standard Class,CG-40275,Sylvia Foulston,Home Office,United States,Allentown,Pennsylvania,46621,East,OFF-FAS-61546,Office Supplies,Fasteners,Avery Binding System Hidden Tab Executive Style Index Systems,56.19,5,0.15,9.4
1150,CA-2022-000585,11/10/2022,11/13/2022,Second Class,CG-14847,Sean O'Donnell,Corporate,United States,Dallas,Texas,61708,Central,FUR-CHA-90356,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chair,1281.63,5,0.15,-94.5
1151,CA-2022-000585,11/10/2022,11/13/2022,Second Class,CG-14847,Sean O'Donnell,Corporate,United States,Dallas,Texas,46546,Central,OFF-ENV-12207,Office Supplies,Envelopes,Poly String & Button Envelopes,162.65,5,0,43.08
1152,CA-2022-000586,11/10/2022,11/10/2022,Same Day,CG-95219,Pete Kriz,Consumer,United States,Montgomery,Alabama,59714,South,OFF-FAS-15103,Office Supplies,Fasteners,Staples in Misc. Colors,89.74,7,0.1,17.83
1153,CA-2022-000586,11/10/2022,11/10/2022,Same Day,CG-95219,Pete Kriz,Consumer,United States,Montgomery,Alabama,51383,South,OFF-ENV-80219,Office Supplies,Envelopes,Jiffy Kraft Padded Mailers,81.48,3,0.05,14.1
1154,CA-2022-000586,11/10/2022,11/10/2022,Same Day,CG-95219,Pete Kriz,Consumer,United States,Montgomery,Alabama,98686,South,OFF-ART-74411,Office Supplies,Art,Fiskars 8" Scissors,100.91,5,0.15,10.39
1155,CA-2022-000587,8/28/2022,8/31/2022,Second Class,CG-74866,Rick Bensley,Home Office,United States,Rochester,Minnesota,92214,Central,TEC-COP-19369,Technology,Copiers,Hewlett Packard LaserJet 1010,4133.84,2,0.15,526.32
1156,CA-2022-000587,8/28/2022,8/31/2022,Second Class,CG-74866,Rick Bensley,Home Office,United States,Rochester,Minnesota,16102,Central,OFF-SUP-79608,Office Supplies,Supplies,Fiskars Folding Scissors,291.56,7,0.15,-37.19
1157,CA-2022-000587,8/28/2022,8/31/2022,Second Class,CG-74866,Rick Bensley,Home Office,United States,Rochester,Minnesota,48942,Central,FUR-BOO-58239,Furniture,Bookcases,Atlantic Metals Mobile Heavy-Gauge Shelving Cart,896.49,5,0.35,-442.04
1158,CA-2022-000588,12/9/2022,12/14/2022,Standard Class,CG-29821,Brosina Hoffman,Corporate,United States,Baton Rouge,Louisiana,75153,South,OFF-STO-93263,Office Supplies,Storage,Storex Industrial Stacking Drawer/Organizer,266.87,4,0.05,16.47
1159,CA-2022-000588,12/9/2022,12/14/2022,Standard Class,CG-29821,Brosina Hoffman,Corporate,United States,Baton Rouge,Louisiana,14821,South,OFF-BIN-89570,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binder,215.58,6,0.15,1.99
1160,CA-2022-000588,12/9/2022,12/14/2022,Standard Class,CG-29821,Brosina Hoffman,Corporate,United States,Baton Rouge,Louisiana,38035,South,TEC-PHO-46380,Technology,Phones,GE 30524EE4 Dect 6.0 Cordless Phone,2115.23,5,0.05,207.31
1161,CA-2022-000589,3/30/2022,3/31/2022,Same Day,CG-70516,Phillina Ober,Corporate,United States,Grand Rapids,Michigan,56736,Central,TEC-PHO-65570,Technology,Phones,Apple iPhone SE (2nd Generation),288.49,1,0.05,26.12
1162,CA-2022-000589,3/30/2022,3/31/2022,Same Day,CG-70516,Phillina Ober,Corporate,United States,Grand Rapids,Michigan,40057,Central,TEC-PHO-54202,Technology,Phones,Samsung Galaxy Tab 4 (10.1"),1548.24,4,0.05,214.36
1163,CA-2022-000589,3/30/2022,3/31/2022,Same Day,CG-70516,Phillina Ober,Corporate,United States,Grand Rapids,Michigan,13940,Central,OFF-LAB-56050,Office Supplies,Labels,Avery Self-Adhesive Removable Labels,94.64,6,0.05,24.89
1164,CA-2022-000590,11/9/2022,11/15/2022,Standard Class,CG-90638,Randall Shilling,Consumer,United States,Austin,Texas,16554,Central,FUR-TAB-46630,Furniture,Tables,Bevis Steel Folding Table,1451.57,2,0.2,-508
1165,CA-2022-000591,7/8/2022,7/8/2022,Same Day,CG-93504,Darrin Van Huff,Consumer,United States,Columbus,Ohio,54995,Central,TEC-PHO-27330,Technology,Phones,Motorola 6200 Series VVX 600,2611.7,7,0.05,437.57
1166,CA-2022-000592,5/29/2022,6/4/2022,Standard Class,CG-61507,Harold Pawlan,Corporate,United States,New York City,New York,80328,East,FUR-FUR-43809,Furniture,Furnishings,Deflect-o Superior Image Shower Guard Locking Tabletop Display,273.61,3,0.15,12.08
1167,CA-2022-000593,4/17/2022,4/19/2022,First Class,CG-51348,Karen Ferguson,Home Office,United States,Mesa,Arizona,50734,West,OFF-PAP-45690,Office Supplies,Paper,Easy-staple paper,302.29,7,0.1,55.01
1168,CA-2022-000593,4/17/2022,4/19/2022,First Class,CG-51348,Karen Ferguson,Home Office,United States,Mesa,Arizona,45336,West,OFF-APP-82579,Office Supplies,Appliances,Cuisinart SM-50BC 5.5 Quart Stand Mixer,102.47,1,0,9.46
1169,CA-2022-000594,9/14/2022,9/19/2022,Standard Class,CG-71435,Nora Preis,Corporate,United States,Minneapolis,Minnesota,92173,Central,FUR-BOO-45192,Furniture,Bookcases,Bush Westfield Collection Bookcases,1853.44,5,0.25,-511.56
1170,CA-2022-000595,2/7/2022,2/10/2022,Second Class,CG-56994,Zuschuss Donatelli,Consumer,United States,Tacoma,Washington,65608,West,OFF-FAS-80618,Office Supplies,Fasteners,Avery Binding System Hidden Tab Executive Style Index Systems,93.77,7,0.1,21.32
1171,CA-2022-000595,2/7/2022,2/10/2022,Second Class,CG-56994,Zuschuss Donatelli,Consumer,United States,Tacoma,Washington,27939,West,TEC-ACC-60766,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,749.1,6,0.1,123.47
1172,CA-2022-000596,1/21/2022,1/26/2022,Standard Class,CG-55568,Karen Ferguson,Corporate,United States,Cincinnati,Ohio,92575,Central,TEC-MAC-70259,Technology,Machines,Ativa V4110MDD Shredder,9734.54,7,0.2,-694.11
1173,CA-2022-000596,1/21/2022,1/26/2022,Standard Class,CG-55568,Karen Ferguson,Corporate,United States,Cincinnati,Ohio,30172,Central,OFF-FAS-24245,Office Supplies,Fasteners,Avery Binding System Hidden Tab Executive Style Index Systems,25.88,2,0.15,4.84
1174,CA-2022-000597,9/2/2022,9/2/2022,Same Day,CG-40622,Zuschuss Donatelli,Corporate,United States,Colorado Springs,Colorado,84583,West,TEC-PHO-57870,Technology,Phones,Motorola 6200 Series VVX 600,1209.15,2,0.15,25.62
1175,CA-2022-000597,9/2/2022,9/2/2022,Same Day,CG-40622,Zuschuss Donatelli,Corporate,United States,Colorado Springs,Colorado,56896,West,TEC-ACC-26305,Technology,Accessories,Verbatim 25 GB 6x Blu-Ray Single Discs,829.61,7,0.05,134.74
1176,CA-2022-000598,7/21/2022,7/23/2022,First Class,CG-78214,Brosina Hoffman,Corporate,United States,New Haven,Connecticut,75482,East,FUR-BOO-91871,Furniture,Bookcases,Sauder Cornerstone Collection Bookcase,243.94,1,0.2,-48.69
1177,CA-2022-000598,7/21/2022,7/23/2022,First Class,CG-78214,Brosina Hoffman,Corporate,United States,New Haven,Connecticut,94917,East,FUR-FUR-29692,Furniture,Furnishings,Seth Thomas 6" Globe Clock,274.55,4,0.1,27.76
1178,CA-2022-000598,7/21/2022,7/23/2022,First Class,CG-78214,Brosina Hoffman,Corporate,United States,New Haven,Connecticut,30681,East,FUR-TAB-81620,Furniture,Tables,Harmonics Envision Training Table,828.19,1,0.3,-259.67
1179,CA-2022-000599,12/19/2022,12/23/2022,Second Class,CG-54057,Sylvia Foulston,Consumer,United States,Eugene,Oregon,75329,West,TEC-ACC-48417,Technology,Accessories,Kensington Spin Drive Portable USB Drive,914.52,7,0.1,98.89
1180,CA-2022-000600,6/15/2022,6/21/2022,Standard Class,CG-87832,Andrew Allen,Corporate,United States,Springfield,Missouri,32491,Central,FUR-BOO-35710,Furniture,Bookcases,Bush Westfield Collection Bookcases,1709.22,5,0.15,-335.29
1181,CA-2022-000600,6/15/2022,6/21/2022,Standard Class,CG-87832,Andrew Allen,Corporate,United States,Springfield,Missouri,53594,Central,FUR-CHA-15733,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,2332.97,5,0.05,82.38
1182,CA-2022-000600,6/15/2022,6/21/2022,Standard Class,CG-87832,Andrew Allen,Corporate,United States,Springfield,Missouri,27058,Central,TEC-MAC-76682,Technology,Machines,Xerox WorkCentre 6505DN,743.42,1,0.1,-13.97
1183,CA-2022-000601,8/1/2022,8/6/2022,Standard Class,CG-73333,Randall Shilling,Corporate,United States,Tacoma,Washington,61319,West,OFF-FAS-79604,Office Supplies,Fasteners,Staples in Misc. Colors,73.97,6,0.05,19.67
1184,CA-2022-000601,8/1/2022,8/6/2022,Standard Class,CG-73333,Randall Shilling,Corporate,United States,Tacoma,Washington,78491,West,FUR-TAB-78450,Furniture,Tables,Harmonics Envision Training Table,4636.54,6,0.1,-921.64
1185,CA-2022-000601,8/1/2022,8/6/2022,Standard Class,CG-73333,Randall Shilling,Corporate,United States,Tacoma,Washington,94439,West,FUR-FUR-82621,Furniture,Furnishings,Eldon Expressions Desk Accessories Collection,344.72,3,0.15,9.86
